row,time,latitude,longitude,depth,mag,rms,place
744,2019-06-06T01:44:33.820Z,32.8493333,-118.4685,7.83,2.39,0.31,"12km WNW of San Clemente Is. (SE tip), CA"
745,2019-06-06T01:36:41.488Z,60.8853,-151.8946,88.3,2.6,0.55,"39km WNW of Nikiski, Alaska"
746,2019-06-06T01:26:29.631Z,56.6145,-156.6422,88.8,2.1,0.43,"108km NW of Chirikof Island, Alaska"
747,2019-06-06T01:25:29.800Z,32.6481667,-115.7703333,6.38,1.08,0.17,"19km WNW of Progreso, B.C., MX"
748,2019-06-06T01:24:48.011Z,37.2665,-115.0788,0,2,0.194,"13km SE of Alamo, Nevada"
749,2019-06-06T01:24:15.210Z,19.4678333,-155.892,9.73,1.62,0.16,"3km WNW of Honaunau-Napoopoo, Hawaii"
750,2019-06-06T01:17:32.880Z,34.0483333,-117.5061667,5.03,2.3,0.18,"4km NNW of Glen Avon, CA"
751,2019-06-06T01:16:26.040Z,34.0458333,-117.503,4.19,0.78,0.11,"4km NNW of Glen Avon, CA"
752,2019-06-06T00:56:40.090Z,34.054,-117.5043333,3.96,1.01,0.14,"5km NNW of Glen Avon, CA"
753,2019-06-06T00:56:30.670Z,34.0458333,-117.5073333,4.56,1.09,0.14,"4km NNW of Glen Avon, CA"
754,2019-06-06T00:54:24.890Z,34.0471667,-117.5033333,3.81,0.49,0.15,"4km NNW of Glen Avon, CA"
755,2019-06-06T00:52:12.510Z,38.840168,-122.8264999,1.96,0.57,0.01,"9km WNW of Cobb, CA"
756,2019-06-06T00:49:37.440Z,34.0445,-117.5123333,3.59,1.21,0.2,"4km NW of Glen Avon, CA"
757,2019-06-06T00:46:29.170Z,51.8501667,-178.673,6.88,0.75,0.15,"36km W of Tanaga Volcano, Alaska"
758,2019-06-06T00:44:52.370Z,34.0448333,-117.5061667,3.41,1.35,0.2,"4km NNW of Glen Avon, CA"
759,2019-06-06T00:35:20.750Z,34.0491667,-117.5025,4.28,1.55,0.15,"4km NNW of Glen Avon, CA"
760,2019-06-06T00:32:32.660Z,46.8873333,-112.5198333,11.68,0.96,0.22,"14km ESE of Lincoln, Montana"
761,2019-06-06T00:30:49.940Z,34.0471667,-117.5026667,3.75,0.71,0.11,"4km NNW of Glen Avon, CA"
762,2019-06-06T00:30:14.170Z,34.047,-117.5048333,4.08,0.93,0.12,"4km NNW of Glen Avon, CA"
763,2019-06-06T00:29:10.310Z,34.0476667,-117.5056667,4.01,1.15,0.16,"4km NNW of Glen Avon, CA"
764,2019-06-06T00:28:36.610Z,34.0533333,-117.5041667,3.64,0.96,0.09,"5km NNW of Glen Avon, CA"
765,2019-06-06T00:28:26.010Z,34.053,-117.5036667,4.06,0.91,0.11,"5km NNW of Glen Avon, CA"
766,2019-06-06T00:26:10.620Z,34.0516667,-117.5033333,3.35,1.23,0.08,"5km NNW of Glen Avon, CA"
767,2019-06-06T00:26:05.660Z,34.0493333,-117.5035,3.24,1.14,0.09,"4km NNW of Glen Avon, CA"
768,2019-06-06T00:25:59.760Z,34.0538333,-117.5058333,4.44,1.16,0.15,"5km NNW of Glen Avon, CA"
769,2019-06-06T00:25:37.000Z,34.0523333,-117.5015,4.08,0.81,0.07,"5km NNW of Glen Avon, CA"
770,2019-06-06T00:24:51.301Z,69.646,-145.137,0,2.4,1.3,"79km SW of Kaktovik, Alaska"
771,2019-06-06T00:23:45.610Z,34.0493333,-117.5043333,4.15,2.21,0.18,"5km NNW of Glen Avon, CA"
772,2019-06-06T00:21:53.770Z,47.3388333,-114.4171667,-0.37,0.56,0.17,"31km SW of Ronan, Montana"
773,2019-06-06T00:21:35.640Z,34.0476667,-117.503,4.49,1.7,0.12,"4km NNW of Glen Avon, CA"
774,2019-06-06T00:20:57.170Z,34.0475,-117.5055,4.62,3.16,0.21,"4km NNW of Glen Avon, CA"
775,2019-06-06T00:19:56.354Z,64.9036,-147.2798,0,0.8,1.23,"16km NE of Badger, Alaska"
776,2019-06-06T00:17:59.478Z,63.2524,-145.2842,7.9,1.3,0.89,"69km S of Deltana, Alaska"
777,2019-06-06T00:12:11.100Z,38.757,-122.7283325,0.77,0.99,0.06,"3km SE of The Geysers, CA"
778,2019-06-06T00:09:00.910Z,38.838,-122.7848333,1.21,0.27,0.01,"6km WNW of Cobb, CA"
779,2019-06-06T00:00:07.360Z,34.048,-117.5061667,3.67,0.87,0.1,"4km NNW of Glen Avon, CA"
780,2019-06-05T23:57:27.860Z,38.8296667,-122.848,2.01,0.37,0.04,"10km NW of The Geysers, CA"
781,2019-06-05T23:51:40.910Z,36.7351,-116.2987,7.8,-0.4,0.0951,"45km ESE of Beatty, Nevada"
782,2019-06-05T23:44:03.590Z,44.802,-111.083,6.07,1.5,0.13,"15km N of West Yellowstone, Montana"
783,2019-06-05T23:41:19.452Z,64.9822,-147.4381,1.3,1.4,0.63,"20km NE of Fairbanks, Alaska"
784,2019-06-05T23:39:22.659Z,36.7327,-116.2976,8.2,-0.2,0.0715,"45km ESE of Beatty, Nevada"
785,2019-06-05T23:35:00.547Z,61.4843,-149.7893,47.2,1.4,0.7,"9km ESE of Big Lake, Alaska"
786,2019-06-05T23:27:48.050Z,46.9891667,-114.1991667,7.56,0.49,0.15,"3km SE of Frenchtown, Montana"
787,2019-06-05T23:23:44.060Z,19.5455,-66.0551,40,3.11,0.27,"119km N of San Juan, Puerto Rico"
788,2019-06-05T23:19:20.580Z,38.7998352,-122.7399979,1.31,1,0.02,"3km SSW of Cobb, CA"
789,2019-06-05T23:16:16.651Z,36.7333,-116.2971,8.5,-0.5,0.0897,"45km ESE of Beatty, Nevada"
790,2019-06-05T23:13:04.442Z,36.7344,-116.2983,7.4,-0.3,0.1317,"45km ESE of Beatty, Nevada"
791,2019-06-05T23:12:50.526Z,36.7318,-116.301,7.9,0,0.091,"45km ESE of Beatty, Nevada"
792,2019-06-05T23:11:02.501Z,69.5136,-144.0242,0,2.1,0.82,"70km SSW of Kaktovik, Alaska"
793,2019-06-05T23:06:20.414Z,61.7499,-151.0933,71.4,1.3,0.29,"55km W of Willow, Alaska"
794,2019-06-05T22:57:24.610Z,35.099,-118.5868333,6.04,1.12,0.11,"13km WSW of Tehachapi, CA"
795,2019-06-05T22:53:17.941Z,37.2424,-114.991,0,0.9,0.2049,"20km SE of Alamo, Nevada"
796,2019-06-05T22:45:16.200Z,33.4265,-116.912,0.59,0.43,0.23,"5km WSW of Aguanga, CA"
797,2019-06-05T22:37:30.060Z,38.815834,-122.8286667,2,0.77,0.02,"8km NW of The Geysers, CA"
798,2019-06-05T22:33:46.850Z,41.025,-111.6121667,8.1,1.18,0.05,"5km ESE of Morgan, Utah"
799,2019-06-05T22:33:24.980Z,32.8061667,-118.4885,6.07,3.26,0.35,"14km W of San Clemente Is. (SE tip), CA"
800,2019-06-05T22:32:31.415Z,64.4284,-149.4918,9.2,0.7,0.47,"24km SW of North Nenana, Alaska"
801,2019-06-05T22:30:12.400Z,41.0231667,-111.614,8.23,1.31,0.05,"5km ESE of Morgan, Utah"
802,2019-06-05T22:25:22.180Z,18.7326,-67.1366,59,2.41,0.42,"26km N of San Antonio, Puerto Rico"
803,2019-06-05T22:24:11.270Z,38.8273315,-122.8125,1.78,0.56,0.03,"7km NW of The Geysers, CA"
804,2019-06-05T22:18:57.560Z,38.8173333,-122.8578333,7.45,0.63,0.12,"10km WNW of The Geysers, CA"
805,2019-06-05T22:08:35.492Z,66.8603,-146.7018,19.3,1.6,0.63,"71km WNW of Fort Yukon, Alaska"
806,2019-06-05T22:02:32.193Z,64.5308,-147.1389,1.4,0.3,0.6,"11km W of Salcha, Alaska"
807,2019-06-05T21:54:05.129Z,36.68783333,-95.37616667,0,1.97,0.3,"17km NNE of Chelsea, Oklahoma"
808,2019-06-05T21:52:03.101Z,63.8985,-148.7354,94.1,1.4,0.71,"12km ENE of Healy, Alaska"
809,2019-06-05T21:51:59.700Z,34.0446667,-117.483,6.77,1.11,0.25,"4km N of Glen Avon, CA"
810,2019-06-05T21:50:25.348Z,66.8726,-146.8217,13.7,1.8,0.8,"76km WNW of Fort Yukon, Alaska"
811,2019-06-05T21:34:40.950Z,66.1962,-149.522,1.2,1.4,0.98,"121km SSE of Coldfoot, Alaska"
812,2019-06-05T21:31:29.510Z,36.125,-118.0531667,0.25,1.86,0.22,"13km NW of Coso Junction, CA"
813,2019-06-05T21:30:25.670Z,33.484,-116.7851667,5.27,0.42,0.1,"9km ENE of Aguanga, CA"
814,2019-06-05T21:24:05.150Z,61.5238,-141.2839,0,1.2,0.87,"167km E of Chitina, Alaska"
815,2019-06-05T21:24:01.220Z,33.4828333,-116.7846667,4.21,0.34,0.12,"9km ENE of Aguanga, CA"
816,2019-06-05T21:22:15.160Z,41.0218333,-111.6118333,7.81,1.08,0.11,"5km ESE of Morgan, Utah"
817,2019-06-05T21:20:48.480Z,41.0225,-111.6188333,9.47,0.68,0.09,"5km ESE of Morgan, Utah"
818,2019-06-05T21:18:07.830Z,41.028,-111.607,7.67,0.84,0.12,"5km E of Morgan, Utah"
819,2019-06-05T21:16:43.920Z,41.0173333,-111.6153333,8.76,1.24,0.15,"5km ESE of Morgan, Utah"
820,2019-06-05T21:16:20.680Z,38.8269997,-122.8541641,2.25,0.36,0.01,"10km WNW of The Geysers, CA"
821,2019-06-05T21:12:15.597Z,38.707,-117.1444,0,1.8,0.7557,"69km ESE of Gabbs, Nevada"
822,2019-06-05T21:11:26.560Z,35.4756667,-120.7518333,-0.22,1.08,0.09,"8km WSW of Atascadero, CA"
823,2019-06-05T21:11:24.480Z,32.6425,-115.7606667,8.84,1.36,0.2,"18km WNW of Progreso, B.C., MX"
824,2019-06-05T21:06:32.790Z,36.1116667,-117.6811667,2.06,-0.11,0.09,"25km ENE of Coso Junction, CA"
825,2019-06-05T20:57:46.170Z,34.0388333,-117.5103333,2.52,1.04,0.17,"4km NW of Glen Avon, CA"
826,2019-06-05T20:56:23.890Z,32.5906667,-117,-0.43,1.55,0.26,"6km NE of San Ysidro, CA"
827,2019-06-05T20:54:46.306Z,61.2878,-144.8814,250,2,1,"34km SW of Chitina, Alaska"
828,2019-06-05T20:49:26.820Z,38.8068333,-122.8211667,2.48,1.68,0.05,"6km WNW of The Geysers, CA"
829,2019-06-05T20:48:36.490Z,54.0278333,-166.197,16.09,-0.36,0.06,"27km NE of Dutch Harbor, Alaska"
830,2019-06-05T20:48:13.600Z,66.3451,-157.416,6.8,0.9,0.71,"67km SSW of Kobuk, Alaska"
831,2019-06-05T20:47:57.463Z,61.1546,-140.5314,10.6,0.9,0.27,"159km NE of Cape Yakataga, Alaska"
832,2019-06-05T20:43:26.441Z,65.3368,-144.7767,0,1.3,0.69,"15km SSW of Circle Hot Springs Station, Alaska"
833,2019-06-05T20:41:49.357Z,6.4856,124.1655,466.13,5.5,0.91,"8km ENE of Kulaman, Philippines"
834,2019-06-05T20:31:09.520Z,34.0501667,-117.504,2.44,1.28,0.25,"5km NNW of Glen Avon, CA"
835,2019-06-05T20:28:32.800Z,38.8425,-122.8243333,1.77,1,0.01,"9km WNW of Cobb, CA"
836,2019-06-05T20:28:05.238Z,63.2623,-145.3288,9.5,1,0.61,"68km S of Deltana, Alaska"
837,2019-06-05T20:21:19.369Z,2.0922,-84.4373,10,4.4,0.74,Off the coast of Central America
838,2019-06-05T20:12:32.590Z,19.5205,-65.2446,30,2.89,0.42,"134km NNW of Charlotte Amalie, U.S. Virgin Islands"
839,2019-06-05T20:11:10.256Z,60.6308,-141.6538,19.1,1.2,0.71,"76km NE of Cape Yakataga, Alaska"
840,2019-06-05T20:05:51.610Z,38.8403333,-122.8295,1.67,0.66,0.04,"9km WNW of Cobb, CA"
841,2019-06-05T20:01:12.610Z,38.8398333,-122.8306667,2.13,0.56,0.03,"10km NW of The Geysers, CA"
842,2019-06-05T19:58:36.770Z,34.0401667,-117.5036667,2.93,0.87,0.17,"4km NNW of Glen Avon, CA"
843,2019-06-05T19:49:30.780Z,32.9208333,-116.2565,6.96,1.6,0.21,"27km SSW of Ocotillo Wells, CA"
844,2019-06-05T19:42:54.870Z,33.5366667,-116.7235,3.48,0.11,0.05,"5km WSW of Anza, CA"
845,2019-06-05T19:27:20.280Z,23.8173,121.5586,21.17,4.5,1.08,"18km SSW of Hualian, Taiwan"
846,2019-06-05T19:25:20.888Z,37.1569,-116.2264,5.6,-0.4,0.1496,"54km ENE of Beatty, Nevada"
847,2019-06-05T19:23:13.782Z,37.2326,-114.9441,12.4,1.5,0.1731,"24km SE of Alamo, Nevada"
848,2019-06-05T19:22:47.952Z,36.6809,-115.9142,5.4,-0.1,0.1305,"52km N of Pahrump, Nevada"
849,2019-06-05T19:18:51.010Z,36.1251667,-117.6675,6.41,0.27,0.07,"27km ENE of Coso Junction, CA"
850,2019-06-05T19:14:35.429Z,36.42133333,-96.89566667,3.73,0.78,0.11,"12km NW of Pawnee, Oklahoma"
851,2019-06-05T19:11:49.768Z,62.3395,-151.4463,18.7,1.2,0.21,"69km W of Talkeetna, Alaska"
852,2019-06-05T19:10:56.440Z,33.7973333,-116.7713333,12.84,1.3,0.15,"8km NW of Idyllwild, CA"
853,2019-06-05T19:09:23.440Z,36.1226667,-117.6678333,5.3,-0.16,0.04,"27km ENE of Coso Junction, CA"
854,2019-06-05T19:05:07.880Z,38.8106651,-122.8353348,2.18,0.56,0.03,"8km WNW of The Geysers, CA"
855,2019-06-05T18:52:54.623Z,59.1989,-150.1611,30.2,2.3,0.59,"87km SE of Fritz Creek, Alaska"
856,2019-06-05T18:52:33.370Z,38.8058319,-122.8304977,1.77,0.56,0.06,"7km WNW of The Geysers, CA"
857,2019-06-05T18:48:35.820Z,34.05,-117.5021667,4.37,0.84,0.14,"4km NNW of Glen Avon, CA"
858,2019-06-05T18:47:57.330Z,34.0495,-117.5113333,2.87,1.09,0.23,"5km NNW of Glen Avon, CA"
859,2019-06-05T18:41:12.480Z,34.0468333,-117.508,3.89,1.72,0.2,"4km NNW of Glen Avon, CA"
860,2019-06-05T18:37:30.257Z,61.1553,-140.5585,0.9,1.4,0.67,"158km NE of Cape Yakataga, Alaska"
861,2019-06-05T18:37:24.142Z,63.2565,-150.4848,132.4,1.4,0.34,"78km W of Cantwell, Alaska"
862,2019-06-05T18:30:14.450Z,47.92333333,-117.5208333,-0.74,2.11,0.33,"4km SW of Deer Park, Washington"
863,2019-06-05T18:29:35.708Z,37.2153,-114.9771,0,2,0.0845,"23km SE of Alamo, Nevada"
864,2019-06-05T18:27:38.820Z,36.62783333,-97.7155,7.41,1.89,0.17,"19km S of Medford, Oklahoma"
865,2019-06-05T18:21:50.963Z,69.5653,-144.2773,0,2,0.83,"68km SSW of Kaktovik, Alaska"
866,2019-06-05T18:20:33.390Z,36.887,-121.6058333,2.51,1.51,0.05,"3km E of Aromas, CA"
867,2019-06-05T17:59:59.110Z,36.5413333,-121.1438333,9.32,0.96,0.09,"1km N of Pinnacles, CA"
868,2019-06-05T17:58:53.800Z,51.7896667,-178.8698333,4.89,-0.06,0.22,"51km WSW of Tanaga Volcano, Alaska"
869,2019-06-05T17:55:36.490Z,38.8196678,-122.8024979,2.14,0.61,0.02,"6km NW of The Geysers, CA"
870,2019-06-05T17:53:25.040Z,37.634,-118.8765,10.81,0.32,0.04,"9km E of Mammoth Lakes, CA"
871,2019-06-05T17:53:10.500Z,34.037,-117.5066667,2.62,1.31,0.21,"4km NW of Glen Avon, CA"
872,2019-06-05T17:51:45.665Z,38.4633,-118.4153,3.4,0.4,0.1124,"19km ESE of Hawthorne, Nevada"
873,2019-06-05T17:49:04.030Z,45.9226667,-111.4168333,-2,1.61,0.26,"9km NW of Manhattan, Montana"
874,2019-06-05T17:46:59.830Z,38.7761667,-122.7426667,0.73,-0.27,0.01,"1km E of The Geysers, CA"
875,2019-06-05T17:40:42.200Z,34.0385,-117.5076667,3.17,0.95,0.16,"4km NW of Glen Avon, CA"
876,2019-06-05T17:40:08.650Z,33.5075,-116.7666667,2.53,0.42,0.14,"10km WSW of Anza, CA"
877,2019-06-05T17:34:54.400Z,33.4838333,-116.5256667,13.12,0.34,0.1,"16km ESE of Anza, CA"
878,2019-06-05T17:32:34.136Z,-61.7914,-55.8046,10,4.6,0.56,South Shetland Islands
879,2019-06-05T17:29:14.382Z,60.6847,-151.7899,73.8,1.2,0.6,"27km W of Nikiski, Alaska"
880,2019-06-05T17:24:57.180Z,36.124,-117.6673333,4.95,0.14,0.07,"27km ENE of Coso Junction, CA"
881,2019-06-05T17:23:01.940Z,36.1203333,-117.6656667,2.61,0.83,0.1,"27km ENE of Coso Junction, CA"
882,2019-06-05T17:19:35.460Z,36.1206667,-117.6698333,2.61,2.9,0.15,"26km ENE of Coso Junction, CA"
883,2019-06-05T17:09:11.277Z,37.2652,-115.0458,0,1,0.1538,"15km SE of Alamo, Nevada"
884,2019-06-05T17:04:51.130Z,37.575,-118.8515,4.76,0.87,0.07,"13km ESE of Mammoth Lakes, CA"
885,2019-06-05T17:02:06.150Z,36.20066667,-97.25866667,7.25,1.89,0.23,"10km SSE of Perry, Oklahoma"
886,2019-06-05T17:01:59.552Z,65.9402,-151.0193,12.6,1,0.67,"98km NNE of Tanana, Alaska"
887,2019-06-05T17:01:12.598Z,24.5748,72.7441,10,4,0.66,"5km ESE of Abu, India"
888,2019-06-05T16:53:49.560Z,34.047,-117.5038333,3.93,0.65,0.13,"4km NNW of Glen Avon, CA"
889,2019-06-05T16:51:26.950Z,33.8466667,-117.4971667,2.68,1.68,0.16,"4km SSE of Home Gardens, CA"
890,2019-06-05T16:46:13.040Z,34.0366667,-117.5066667,2.14,1.3,0.18,"3km NW of Glen Avon, CA"
891,2019-06-05T16:33:58.270Z,32.6373333,-116.2886667,8.11,1.13,0.16,"17km ENE of Campo, CA"
892,2019-06-05T16:27:19.610Z,34.0466667,-117.5053333,4.13,0.96,0.11,"4km NNW of Glen Avon, CA"
893,2019-06-05T16:26:57.180Z,34.045,-117.5065,4.32,0.87,0.08,"4km NNW of Glen Avon, CA"
894,2019-06-05T16:19:42.915Z,-27.3895,-70.2269,83.84,5.3,0.86,"10km ESE of Copiapo, Chile"
895,2019-06-05T16:13:43.170Z,32.855,-118.5095,7.54,2.86,0.3,"16km WNW of San Clemente Is. (SE tip), CA"
896,2019-06-05T16:06:22.525Z,61.5191,-149.7122,28.1,1.5,0.98,"6km W of Knik-Fairview, Alaska"
897,2019-06-05T16:02:55.650Z,36.947,-121.4305,9.01,0.9,0.05,"12km NNW of Hollister, CA"
898,2019-06-05T15:44:49.315Z,59.7329,-152.8338,87.3,1.9,0.7,"56km W of Anchor Point, Alaska"
899,2019-06-05T15:43:24.703Z,60.4874,-152.0904,87.5,2,0.39,"35km E of Redoubt Volcano, Alaska"
900,2019-06-05T15:40:27.634Z,63.2163,-151.3801,1.4,0.9,0.74,"118km NNW of Talkeetna, Alaska"
901,2019-06-05T15:30:39.820Z,38.829834,-122.8571701,1.81,0.48,0.03,"10km NW of The Geysers, CA"
902,2019-06-05T15:28:11.470Z,37.5243333,-118.8698333,4.75,0.81,0.05,"16km SE of Mammoth Lakes, CA"
903,2019-06-05T15:25:09.350Z,61.5383,-149.7283,27.2,2.2,0.67,"7km WNW of Knik-Fairview, Alaska"
904,2019-06-05T15:20:18.242Z,36.0055,-117.0308,4.5,0.7,0.1285,"42km NE of Searles Valley, California"
905,2019-06-05T15:17:21.970Z,38.8036652,-122.8221664,2.74,0.69,0.05,"6km WNW of The Geysers, CA"
906,2019-06-05T15:14:34.070Z,53.3198333,-168.0585,23.6,-0.05,0.22,"68km NE of Nikolski, Alaska"
907,2019-06-05T15:10:57.880Z,38.1473333,-121.9445,4.57,1.37,0.18,"13km SSE of Suisun City, CA"
908,2019-06-05T14:48:50.332Z,61.4603,-150.1075,41.2,0.8,0.58,"10km SW of Big Lake, Alaska"
909,2019-06-05T14:45:24.252Z,69.5501,-144.0036,0.2,2.3,0.65,"66km SSW of Kaktovik, Alaska"
910,2019-06-05T14:44:59.690Z,34.0541667,-117.5173333,7.01,1.07,0.26,"6km NNW of Glen Avon, CA"
911,2019-06-05T14:41:22.370Z,38.7994995,-122.81633,1.5,0.59,0.04,"6km WNW of The Geysers, CA"
912,2019-06-05T14:37:35.840Z,32.8056667,-118.4588333,7.28,2.63,0.31,"11km W of San Clemente Is. (SE tip), CA"
913,2019-06-05T14:33:40.350Z,58.189,-155.33,-2.18,-0.35,0.28,"95km SE of King Salmon, Alaska"
914,2019-06-05T14:32:36.320Z,35.53766667,-96.754,7.19,1.26,0.1,"8km NW of Prague, Oklahoma"
915,2019-06-05T14:32:09.580Z,32.8376667,-118.5031667,8.4,4.3,0.26,"15km W of San Clemente Is. (SE tip), CA"
916,2019-06-05T14:29:56.067Z,60.0913,-141.488,4.8,1.8,0.76,"52km E of Cape Yakataga, Alaska"
917,2019-06-05T14:21:32.098Z,59.5389,-153.0273,95.3,1.9,0.67,"72km WSW of Anchor Point, Alaska"
918,2019-06-05T14:20:02.860Z,37.5301667,-118.8848333,1.11,0.66,0.14,"14km SE of Mammoth Lakes, CA"
919,2019-06-05T14:19:21.800Z,33.5055,-116.7656667,3.69,0.38,0.11,"10km WSW of Anza, CA"
920,2019-06-05T14:14:14.760Z,38.7994995,-122.7386703,1.66,1.14,0.02,"3km SSW of Cobb, CA"
921,2019-06-05T14:13:38.823Z,69.5,-144.0639,4,2.3,0.92,"72km SSW of Kaktovik, Alaska"
922,2019-06-05T14:13:34.240Z,37.5493333,-118.8725,1.82,0.14,0.02,"14km SE of Mammoth Lakes, CA"
923,2019-06-05T14:11:50.241Z,61.979,-148.3903,20.1,2.6,0.79,"31km NE of Sutton-Alpine, Alaska"
924,2019-06-05T14:06:29.670Z,36.2825,-97.17866667,7.85,1.66,0.2,"9km E of Perry, Oklahoma"
925,2019-06-05T14:04:58.930Z,33.491,-117.1031667,12.66,0.81,0.2,"4km E of Temecula, CA"
926,2019-06-05T14:02:49.569Z,61.3175,-147.6221,0,1.9,1.23,"71km WNW of Valdez, Alaska"
927,2019-06-05T13:59:55.059Z,60.6634,-150.2588,46.8,1.4,0.44,"31km ENE of Sterling, Alaska"
928,2019-06-05T13:58:44.382Z,64.726,-149.2306,23.7,0.7,0.41,"17km NNW of North Nenana, Alaska"
929,2019-06-05T13:53:58.085Z,63.1133,-151.5169,0,1.7,0.87,"113km NW of Talkeetna, Alaska"
930,2019-06-05T13:48:45.690Z,62.116,-151.0263,66.2,1.3,0.4,"53km WSW of Talkeetna, Alaska"
931,2019-06-05T13:48:37.640Z,38.8440018,-122.8386688,1.56,0.9,0.01,"10km NW of The Geysers, CA"
932,2019-06-05T13:47:49.188Z,58.5843,-144.7909,1.4,2.2,1.67,"129km SE of Middleton Island, Alaska"
933,2019-06-05T13:44:31.359Z,64.9347,-148.9583,10.2,0.8,0.49,"40km N of North Nenana, Alaska"
934,2019-06-05T13:19:51.770Z,33.5026667,-116.7648333,2.76,0.36,0.1,"10km SW of Anza, CA"
935,2019-06-05T13:12:05.509Z,39.5563,-120.8,8.2,0.8,0.2148,"2km E of Downieville, California"
936,2019-06-05T13:04:58.760Z,34.0541667,-117.512,5.59,1.46,0.2,"5km NNW of Glen Avon, CA"
937,2019-06-05T13:03:15.521Z,36.7396,-116.2972,7.4,-0.3,0.1263,"45km ESE of Beatty, Nevada"
938,2019-06-05T13:01:42.584Z,59.9527,-136.8894,0,2,0.88,"95km SSE of Haines Junction, Canada"
939,2019-06-05T13:00:51.950Z,18.3478,-66.9165,87,2.69,0.24,"3km N of Juncal, Puerto Rico"
940,2019-06-05T12:59:35.130Z,34.0405,-117.5085,4.51,0.93,0.17,"4km NW of Glen Avon, CA"
941,2019-06-05T12:54:41.200Z,38.0936667,-121.9878333,15.58,1.52,0.08,"8km NNW of Bay Point, CA"
942,2019-06-05T12:45:12.190Z,46.6108333,-112.6366667,2.4,0.47,0.09,"24km NNE of Deer Lodge, Montana"
943,2019-06-05T12:38:30.775Z,64.7543,-149.4419,1,1.2,0.78,"25km NW of North Nenana, Alaska"
944,2019-06-05T12:33:07.884Z,40.764,51.9159,37.52,4.7,0.64,"120km NW of Turkmenbasy, Turkmenistan"
945,2019-06-05T12:32:59.235Z,60.3923,-152.4373,102,1.4,0.49,"19km ESE of Redoubt Volcano, Alaska"
946,2019-06-05T12:30:45.930Z,38.7953333,-122.7641667,0.99,0.53,0.04,"2km NNW of The Geysers, CA"
947,2019-06-05T12:19:38.870Z,37.1957,-116.3557,8.8,-0.1,0.1069,"47km NE of Beatty, Nevada"
948,2019-06-05T12:12:50.310Z,33.0376667,-116.4256667,9.9,0.53,0.17,"17km ESE of Julian, CA"
949,2019-06-05T12:05:30.960Z,33.4593333,-116.614,5.55,0.14,0.09,"12km SSE of Anza, CA"
950,2019-06-05T11:57:33.330Z,32.1765,-117.5515,5.88,2.22,0.27,"52km WSW of Rosarito, B.C., MX"
951,2019-06-05T11:54:10.655Z,63.2871,-151.1349,6,1.2,1.59,"110km W of Cantwell, Alaska"
952,2019-06-05T11:50:32.121Z,63.2216,-148.4471,0.1,0.9,0.96,"31km SE of Cantwell, Alaska"
953,2019-06-05T11:47:52.950Z,38.7799988,-122.7448349,0.52,1.05,0.04,"1km ENE of The Geysers, CA"
954,2019-06-05T11:44:42.200Z,36.0383333,-117.585,6.42,0.56,0.05,"31km ENE of Little Lake, CA"
955,2019-06-05T11:38:35.350Z,36.097,-117.902,5.57,0.41,0.08,"7km NE of Coso Junction, CA"
956,2019-06-05T11:32:14.570Z,37.6721667,-118.8783333,2.05,0.26,0.07,"10km ENE of Mammoth Lakes, CA"
957,2019-06-05T11:28:50.990Z,34.0558333,-117.502,3.05,0.86,0.21,"5km NNW of Glen Avon, CA"
958,2019-06-05T11:27:56.800Z,35.724,-118.4128333,3.5,0.73,0.15,"4km SSE of Kernville, CA"
959,2019-06-05T11:26:53.040Z,34.0605,-117.5053333,4.61,0.79,0.25,"6km NNW of Glen Avon, CA"
960,2019-06-05T11:23:20.680Z,64.9747,-163.742,4.2,1.4,0.39,"95km NE of Nome, Alaska"
961,2019-06-05T11:01:00.180Z,33.9538333,-117.9356667,7.7,0.91,0.21,"2km ESE of La Habra Heights, CA"
962,2019-06-05T10:57:53.927Z,54.7641,164.3988,10,5,0.83,"112km WSW of Nikol'skoye, Russia"
963,2019-06-05T10:47:18.800Z,32.8228333,-118.4828333,8.38,4.28,0.26,"13km W of San Clemente Is. (SE tip), CA"
964,2019-06-05T10:46:46.417Z,63.4744,-147.5196,5.2,1,0.32,"72km E of Cantwell, Alaska"
965,2019-06-05T10:46:35.548Z,36.6543,-116.2318,0,0.1,0.1893,"54km NNW of Pahrump, Nevada"
966,2019-06-05T10:44:57.079Z,63.5042,-147.3376,0,2.3,0.92,"81km E of Cantwell, Alaska"
967,2019-06-05T10:44:12.340Z,38.7461667,-122.7095,1.27,1.39,0.06,"4km SSW of Anderson Springs, CA"
968,2019-06-05T10:40:12.300Z,33.879,-116.7841667,14.02,1.06,0.2,"4km S of Cabazon, CA"
969,2019-06-05T10:39:19.440Z,34.057,-117.5023333,3.46,1.62,0.22,"5km NNW of Glen Avon, CA"
970,2019-06-05T10:37:06.210Z,34.0603333,-117.498,3.29,1.32,0.14,"6km SW of Fontana, CA"
971,2019-06-05T10:36:22.200Z,34.0528333,-117.504,4.48,2.41,0.2,"5km NNW of Glen Avon, CA"
972,2019-06-05T10:31:37.740Z,34.0423333,-117.5098333,4.01,1.48,0.2,"4km NW of Glen Avon, CA"
973,2019-06-05T10:22:02.024Z,37.2786,-115.0491,3.6,0.8,0.1734,"14km SE of Alamo, Nevada"
974,2019-06-05T10:14:26.560Z,34.0425,-117.5056667,3.7,0.95,0.18,"4km NNW of Glen Avon, CA"
